"Gene.set","URL","universe.size","goi","goi.in.universe","pathway.size","no.overlap","k.over.K","pvalue","FDR","Overlapping Genes","X2","X3","X4","X5","X6","X7","X8"
"regulation of alcohol biosynthetic process (GO:1902930)",NA,9330,22,8,33,0,0,0.0279583612385239,1,"","","","","","","",""
"telomere maintenance via recombination (GO:0000722)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"pyrimidine nucleobase metabolic process (GO:0006206)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"tRNA metabolic process (GO:0006399)",NA,9330,22,8,17,0,0,0.0144894149648299,1,"","","","","","","",""
"protein autoubiquitination (GO:0051865)",NA,9330,22,8,48,0,0,0.0404389321873523,1,"","","","","","","",""
"necroptotic process (GO:0070266)",NA,9330,22,8,13,0,0,0.0110967722851903,1,"","","","","","","",""
"negative regulation of alpha-beta T cell activation (GO:0046636)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"positive regulation of G2/M transition of mitotic cell cycle (GO:0010971)",NA,9330,22,8,15,0,0,0.0127943688489299,1,"","","","","","","",""
"regulation of macromolecule metabolic process (GO:0060255)",NA,9330,22,8,128,0,0,0.104662979630678,1,"","","","","","","",""
"negative regulation of T cell differentiation (GO:0045581)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"response to calcium ion (GO:0051592)",NA,9330,22,8,78,0,0,0.0649801111380132,1,"","","","","","","",""
"regulation of oxidoreductase activity (GO:0051341)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"snRNA transcription (GO:0009301)",NA,9330,22,8,69,0,0,0.0576760967662918,1,"","","","","","","",""
"cellular response to superoxide (GO:0071451)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"spliceosomal complex assembly (GO:0000245)",NA,9330,22,8,40,0,0,0.0338001913850765,1,"","","","","","","",""
"nucleotide-excision repair, preincision complex stabilization (GO:0006293)",NA,9330,22,8,20,0,0,0.0170272092341096,1,"","","","","","","",""
"negative regulation of viral process (GO:0048525)",NA,9330,22,8,20,0,0,0.0170272092341096,1,"","","","","","","",""
"interferon-gamma-mediated signaling pathway (GO:0060333)",NA,9330,22,8,69,0,0,0.0576760967662918,1,"","","","","","","",""
"negative regulation of peptidase activity (GO:0010466)",NA,9330,22,8,61,0,0,0.0511417778485621,1,"","","","","","","",""
"triglyceride-rich lipoprotein particle remodeling (GO:0034370)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"axon development (GO:0061564)",NA,9330,22,8,93,0,0,0.0770434216963529,1,"","","","","","","",""
"embryo development ending in birth or egg hatching (GO:0009792)",NA,9330,22,8,16,0,0,0.0136422105074602,1,"","","","","","","",""
"RNA interference (GO:0016246)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"response to cadmium ion (GO:0046686)",NA,9330,22,8,30,0,0,0.025445274092693,1,"","","","","","","",""
"regulation of synapse assembly (GO:0051963)",NA,9330,22,8,34,0,0,0.028794795906706,1,"","","","","","","",""
"positive regulation of immunoglobulin production (GO:0002639)",NA,9330,22,8,18,0,0,0.0153359826315622,1,"","","","","","","",""
"t-circle formation (GO:0090656)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"leukotriene D4 biosynthetic process (GO:1901750)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"activation of MAPK activity (GO:0000187)",NA,9330,22,8,116,0,0,0.0952760317438586,1,"","","","","","","",""
"cardiac muscle cell action potential involved in contraction (GO:0086002)",NA,9330,22,8,27,0,0,0.0229265036808648,1,"","","","","","","",""
"nucleotide-sugar biosynthetic process (GO:0009226)",NA,9330,22,8,18,0,0,0.0153359826315622,1,"","","","","","","",""
"response to purine-containing compound (GO:0014074)",NA,9330,22,8,16,0,0,0.0136422105074602,1,"","","","","","","",""
"negative regulation of cellular response to growth factor stimulus (GO:0090288)",NA,9330,22,8,54,0,0,0.0453917611715178,1,"","","","","","","",""
"protein phosphorylation (GO:0006468)",NA,9330,22,8,469,0,0,0.338180254709736,1,"","","","","","","",""
"folic acid-containing compound biosynthetic process (GO:0009396)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"regulation of macrophage chemotaxis (GO:0010758)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618)",NA,9330,22,8,92,0,0,0.0762434593316261,1,"","","","","","","",""
"neuron projection fasciculation (GO:0106030)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"regulation of methylation-dependent chromatin silencing (GO:0090308)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"positive regulation of fatty acid beta-oxidation (GO:0032000)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"ribosomal large subunit biogenesis (GO:0042273)",NA,9330,22,8,62,0,0,0.0519607298150324,1,"","","","","","","",""
"negative regulation of erythrocyte differentiation (GO:0045647)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"negative regulation of peptidyl-serine phosphorylation (GO:0033137)",NA,9330,22,8,17,0,0,0.0144894149648299,1,"","","","","","","",""
"regulation of sensory perception (GO:0051931)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"protection from non-homologous end joining at telomere (GO:0031848)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"adrenergic receptor signaling pathway (GO:0071875)",NA,9330,22,8,19,0,0,0.0161819139179614,1,"","","","","","","",""
"actin filament-based transport (GO:0099515)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"negative regulation of signal transduction by p53 class mediator (GO:1901797)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"response to ionizing radiation (GO:0010212)",NA,9330,22,8,76,0,0,0.063361292172988,1,"","","","","","","",""
"negative regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030948)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"flavonoid glucuronidation (GO:0052696)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"response to nitric oxide (GO:0071731)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"positive regulation of calcium-mediated signaling (GO:0050850)",NA,9330,22,8,27,0,0,0.0229265036808648,1,"","","","","","","",""
"positive regulation of defense response (GO:0031349)",NA,9330,22,8,73,0,0,0.0609284655556842,1,"","","","","","","",""
"negative regulation of multicellular organismal process (GO:0051241)",NA,9330,22,8,124,0,0,0.101543511183696,1,"","","","","","","",""
"endodermal cell differentiation (GO:0035987)",NA,9330,22,8,31,0,0,0.0262836007386349,1,"","","","","","","",""
"positive regulation of blood coagulation (GO:0030194)",NA,9330,22,8,18,0,0,0.0153359826315622,1,"","","","","","","",""
"regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418)",NA,9330,22,8,77,0,0,0.0641710079351038,1,"","","","","","","",""
"positive regulation of peptidase activity (GO:0010952)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"polarized epithelial cell differentiation (GO:0030859)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"negative regulation of viral entry into host cell (GO:0046597)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"urogenital system development (GO:0001655)",NA,9330,22,8,21,0,0,0.01787186898987,1,"","","","","","","",""
"negative regulation of protein import into nucleus (GO:0042308)",NA,9330,22,8,21,0,0,0.01787186898987,1,"","","","","","","",""
"DNA modification (GO:0006304)",NA,9330,22,8,13,0,0,0.0110967722851903,1,"","","","","","","",""
"DNA damage checkpoint (GO:0000077)",NA,9330,22,8,37,0,0,0.0313003224650203,1,"","","","","","","",""
"endothelial cell chemotaxis (GO:0035767)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"pericardium morphogenesis (GO:0003344)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"regulation of glucocorticoid receptor signaling pathway (GO:2000322)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"retrograde transport, endosome to Golgi (GO:0042147)",NA,9330,22,8,81,0,0,0.0674037493629283,1,"","","","","","","",""
"regulation of platelet activation (GO:0010543)",NA,9330,22,8,18,0,0,0.0153359826315622,1,"","","","","","","",""
"adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002460)",NA,9330,22,8,13,0,0,0.0110967722851903,1,"","","","","","","",""
"regulation of MHC class II biosynthetic process (GO:0045346)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"protein-DNA complex assembly (GO:0065004)",NA,9330,22,8,90,0,0,0.0746417143390368,1,"","","","","","","",""
"thiamine-containing compound metabolic process (GO:0042723)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"positive regulation of toll-like receptor 4 signaling pathway (GO:0034145)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"response to interleukin-6 (GO:0070741)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"epiboly involved in wound healing (GO:0090505)",NA,9330,22,8,13,0,0,0.0110967722851903,1,"","","","","","","",""
"negative regulation of neuron projection regeneration (GO:0070571)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"negative regulation of vascular smooth muscle cell proliferation (GO:1904706)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"regulation of protein import into nucleus, translocation (GO:0033158)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)",NA,9330,22,8,141,0,0,0.114735900832891,1,"","","","","","","",""
"regulation of type I interferon production (GO:0032479)",NA,9330,22,8,84,0,0,0.0698218888431037,1,"","","","","","","",""
"microtubule polymerization (GO:0046785)",NA,9330,22,8,26,0,0,0.0220856486926385,1,"","","","","","","",""
"secretion (GO:0046903)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"purine nucleoside monophosphate biosynthetic process (GO:0009127)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"negative regulation of T cell activation (GO:0050868)",NA,9330,22,8,33,0,0,0.0279583612385239,1,"","","","","","","",""
"membrane fusion (GO:0061025)",NA,9330,22,8,53,0,0,0.0445678464114976,1,"","","","","","","",""
"glomerular epithelial cell development (GO:0072310)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"regulation of sequestering of triglyceride (GO:0010889)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"ion homeostasis (GO:0050801)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"production of miRNAs involved in gene silencing by miRNA (GO:0035196)",NA,9330,22,8,27,0,0,0.0229265036808648,1,"","","","","","","",""
"negative regulation of axon extension involved in axon guidance (GO:0048843)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"positive regulation of DNA metabolic process (GO:0051054)",NA,9330,22,8,81,0,0,0.0674037493629283,1,"","","","","","","",""
"ceramide catabolic process (GO:0046514)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"positive regulation of striated muscle contraction (GO:0045989)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"toll-like receptor 3 signaling pathway (GO:0034138)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"phospholipid catabolic process (GO:0009395)",NA,9330,22,8,16,0,0,0.0136422105074602,1,"","","","","","","",""
"negative regulation of insulin receptor signaling pathway (GO:0046627)",NA,9330,22,8,24,0,0,0.020402038990147,1,"","","","","","","",""
"negative regulation of heart contraction (GO:0045822)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"regulation of protein homodimerization activity (GO:0043496)",NA,9330,22,8,15,0,0,0.0127943688489299,1,"","","","","","","",""
"regulation of G0 to G1 transition (GO:0070316)",NA,9330,22,8,38,0,0,0.03213424019022,1,"","","","","","","",""
"coenzyme biosynthetic process (GO:0009108)",NA,9330,22,8,28,0,0,0.0237667259715832,1,"","","","","","","",""
"collagen metabolic process (GO:0032963)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"photoreceptor cell development (GO:0042461)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"NADH metabolic process (GO:0006734)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"regulation of transferase activity (GO:0051338)",NA,9330,22,8,13,0,0,0.0110967722851903,1,"","","","","","","",""
"positive regulation of viral transcription (GO:0050434)",NA,9330,22,8,40,0,0,0.0338001913850765,1,"","","","","","","",""
"peroxisome fission (GO:0016559)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"nuclear export (GO:0051168)",NA,9330,22,8,91,0,0,0.075442890343938,1,"","","","","","","",""
"mRNA transcription from RNA polymerase II promoter (GO:0042789)",NA,9330,22,8,15,0,0,0.0127943688489299,1,"","","","","","","",""
"positive regulation of cellular response to insulin stimulus (GO:1900078)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"positive regulation of protein localization to membrane (GO:1905477)",NA,9330,22,8,94,0,0,0.0778427778321578,1,"","","","","","","",""
"positive regulation of microglial cell activation (GO:1903980)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"positive regulation of transcription from RNA polymerase II promoter in response to heat stress (GO:0061408)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"positive regulation of nucleocytoplasmic transport (GO:0046824)",NA,9330,22,8,32,0,0,0.0271212963181692,1,"","","","","","","",""
"chaperone mediated protein folding requiring cofactor (GO:0051085)",NA,9330,22,8,23,0,0,0.0195592834585759,1,"","","","","","","",""
"detection of chemical stimulus involved in sensory perception (GO:0050907)",NA,9330,22,8,101,0,0,0.083421329427472,1,"","","","","","","",""
"phosphatidic acid biosynthetic process (GO:0006654)",NA,9330,22,8,39,0,0,0.0329675296950067,1,"","","","","","","",""
"negative regulation of STAT cascade (GO:1904893)",NA,9330,22,8,40,0,0,0.0338001913850765,1,"","","","","","","",""
"amide transport (GO:0042886)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"negative regulation of transcription from RNA polymerase II promoter in response to stress (GO:0097201)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"regulation of ERBB signaling pathway (GO:1901184)",NA,9330,22,8,21,0,0,0.01787186898987,1,"","","","","","","",""
"cofactor transport (GO:0051181)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"body fluid secretion (GO:0007589)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"positive regulation of cell migration involved in sprouting angiogenesis (GO:0090050)",NA,9330,22,8,15,0,0,0.0127943688489299,1,"","","","","","","",""
"positive regulation of cholesterol storage (GO:0010886)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"regulation of ion transmembrane transporter activity (GO:0032412)",NA,9330,22,8,41,0,0,0.0346322256659076,1,"","","","","","","",""
"positive regulation of myeloid leukocyte mediated immunity (GO:0002888)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"regulation of neurogenesis (GO:0050767)",NA,9330,22,8,56,0,0,0.0470377258274981,1,"","","","","","","",""
"postsynaptic density organization (GO:0097106)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"regulation of release of cytochrome c from mitochondria (GO:0090199)",NA,9330,22,8,39,0,0,0.0329675296950067,1,"","","","","","","",""
"positive regulation of phospholipase C activity (GO:0010863)",NA,9330,22,8,29,0,0,0.0246063159728976,1,"","","","","","","",""
"heart process (GO:0003015)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"neural crest cell migration (GO:0001755)",NA,9330,22,8,27,0,0,0.0229265036808648,1,"","","","","","","",""
"negative regulation of catabolic process (GO:0009895)",NA,9330,22,8,39,0,0,0.0329675296950067,1,"","","","","","","",""
"regulation of aldosterone biosynthetic process (GO:0032347)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"positive regulation of neuroblast proliferation (GO:0002052)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"positive regulation of defense response to virus by host (GO:0002230)",NA,9330,22,8,20,0,0,0.0170272092341096,1,"","","","","","","",""
"inactivation of MAPK activity (GO:0000188)",NA,9330,22,8,19,0,0,0.0161819139179614,1,"","","","","","","",""
"response to hydroperoxide (GO:0033194)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"regulation of cell-cell adhesion mediated by cadherin (GO:2000047)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"regulation of cellular component organization (GO:0051128)",NA,9330,22,8,139,0,0,0.113192705001229,1,"","","","","","","",""
"regulation of cardiac muscle cell contraction (GO:0086004)",NA,9330,22,8,25,0,0,0.02124416059858,1,"","","","","","","",""
"glucose homeostasis (GO:0042593)",NA,9330,22,8,73,0,0,0.0609284655556842,1,"","","","","","","",""
"negative regulation of T cell differentiation in thymus (GO:0033085)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"regulation of leukocyte activation (GO:0002694)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"granulocyte differentiation (GO:0030851)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"negative regulation of cytokine-mediated signaling pathway (GO:0001960)",NA,9330,22,8,39,0,0,0.0329675296950067,1,"","","","","","","",""
"MAPK cascade (GO:0000165)",NA,9330,22,8,277,0,0,0.214317442103707,1,"","","","","","","",""
"protein N-linked glycosylation via asparagine (GO:0018279)",NA,9330,22,8,43,0,0,0.0362944136206721,1,"","","","","","","",""
"negative regulation of platelet activation (GO:0010544)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"protein complex localization (GO:0031503)",NA,9330,22,8,21,0,0,0.01787186898987,1,"","","","","","","",""
"positive regulation of NF-kappaB transcription factor activity (GO:0051092)",NA,9330,22,8,127,0,0,0.1038840023427,1,"","","","","","","",""
"regulation of lipid biosynthetic process (GO:0046890)",NA,9330,22,8,27,0,0,0.0229265036808648,1,"","","","","","","",""
"regulation of mitochondrial membrane potential (GO:0051881)",NA,9330,22,8,34,0,0,0.028794795906706,1,"","","","","","","",""
"purine ribonucleotide transport (GO:0015868)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"purine ribonucleoside triphosphate metabolic process (GO:0009205)",NA,9330,22,8,31,0,0,0.0262836007386349,1,"","","","","","","",""
"negative regulation of cardiac muscle hypertrophy (GO:0010614)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"positive regulation of protein catabolic process (GO:0045732)",NA,9330,22,8,80,0,0,0.0665964814549974,1,"","","","","","","",""
"positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100)",NA,9330,22,8,81,0,0,0.0674037493629283,1,"","","","","","","",""
"calcium ion transport into cytosol (GO:0060402)",NA,9330,22,8,18,0,0,0.0153359826315622,1,"","","","","","","",""
"regulation of protein ubiquitination (GO:0031396)",NA,9330,22,8,100,0,0,0.0826262058789381,1,"","","","","","","",""
"mammary gland epithelium development (GO:0061180)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"regulation of synaptic vesicle cycle (GO:0098693)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"positive regulation of cardiac muscle contraction (GO:0060452)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"response to reactive oxygen species (GO:0000302)",NA,9330,22,8,59,0,0,0.0495020166812706,1,"","","","","","","",""
"regulation of axon extension (GO:0030516)",NA,9330,22,8,33,0,0,0.0279583612385239,1,"","","","","","","",""
"regulation of fibrinolysis (GO:0051917)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"ion transport (GO:0006811)",NA,9330,22,8,288,0,0,0.221925225459967,1,"","","","","","","",""
"transport of virus (GO:0046794)",NA,9330,22,8,53,0,0,0.0445678464114976,1,"","","","","","","",""
"triglyceride homeostasis (GO:0070328)",NA,9330,22,8,27,0,0,0.0229265036808648,1,"","","","","","","",""
"sodium ion transport (GO:0006814)",NA,9330,22,8,57,0,0,0.0478597765276682,1,"","","","","","","",""
"positive regulation of mitochondrial membrane permeability involved in apoptotic process (GO:1902110)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"auditory receptor cell differentiation (GO:0042491)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"negative regulation of epithelial cell differentiation (GO:0030857)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"positive regulation of phospholipase activity (GO:0010518)",NA,9330,22,8,18,0,0,0.0153359826315622,1,"","","","","","","",""
"positive regulation of cell-substrate adhesion (GO:0010811)",NA,9330,22,8,51,0,0,0.0429181500152434,1,"","","","","","","",""
"regulation of cAMP-dependent protein kinase activity (GO:2000479)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"modulation by host of viral genome replication (GO:0044827)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"heparan sulfate proteoglycan biosynthetic process, enzymatic modification (GO:0015015)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"positive regulation of calcium ion transmembrane transporter activity (GO:1901021)",NA,9330,22,8,16,0,0,0.0136422105074602,1,"","","","","","","",""
"regulation of interleukin-8 secretion (GO:2000482)",NA,9330,22,8,22,0,0,0.0187158935948847,1,"","","","","","","",""
"ubiquitin-dependent protein catabolic process (GO:0006511)",NA,9330,22,8,340,0,0,0.257023522034199,1,"","","","","","","",""
"negative regulation of cytokine production involved in immune response (GO:0002719)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"monocyte activation (GO:0042117)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"negative regulation of B cell apoptotic process (GO:0002903)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"neuron migration (GO:0001764)",NA,9330,22,8,39,0,0,0.0329675296950067,1,"","","","","","","",""
"heart trabecula morphogenesis (GO:0061384)",NA,9330,22,8,17,0,0,0.0144894149648299,1,"","","","","","","",""
"female genitalia development (GO:0030540)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"regulation of toll-like receptor 3 signaling pathway (GO:0034139)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"regulation of ion transmembrane transport (GO:0034765)",NA,9330,22,8,34,0,0,0.028794795906706,1,"","","","","","","",""
"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000447)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"limb morphogenesis (GO:0035108)",NA,9330,22,8,20,0,0,0.0170272092341096,1,"","","","","","","",""
"nucleotide metabolic process (GO:0009117)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"positive regulation of insulin secretion involved in cellular response to glucose stimulus (GO:0035774)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"ventricular compact myocardium morphogenesis (GO:0003223)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"regulation of fibroblast proliferation (GO:0048145)",NA,9330,22,8,45,0,0,0.0379540967987592,1,"","","","","","","",""
"folic acid-containing compound metabolic process (GO:0006760)",NA,9330,22,8,22,0,0,0.0187158935948847,1,"","","","","","","",""
"positive regulation of cellular component organization (GO:0051130)",NA,9330,22,8,105,0,0,0.0865957966989486,1,"","","","","","","",""
"positive regulation of mRNA binding (GO:1902416)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"negative regulation of interferon-beta production (GO:0032688)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"cardiac epithelial to mesenchymal transition (GO:0060317)",NA,9330,22,8,15,0,0,0.0127943688489299,1,"","","","","","","",""
"negative regulation of axon regeneration (GO:0048681)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"regulation of phospholipase activity (GO:0010517)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"positive regulation of vascular smooth muscle cell proliferation (GO:1904707)",NA,9330,22,8,13,0,0,0.0110967722851903,1,"","","","","","","",""
"neurogenesis (GO:0022008)",NA,9330,22,8,49,0,0,0.0412659617652988,1,"","","","","","","",""
"short-chain fatty acid catabolic process (GO:0019626)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"long-chain fatty-acyl-CoA metabolic process (GO:0035336)",NA,9330,22,8,24,0,0,0.020402038990147,1,"","","","","","","",""
"positive regulation of sequestering of triglyceride (GO:0010890)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"post-Golgi vesicle-mediated transport (GO:0006892)",NA,9330,22,8,57,0,0,0.0478597765276682,1,"","","","","","","",""
"extrinsic apoptotic signaling pathway via death domain receptors (GO:0008625)",NA,9330,22,8,26,0,0,0.0220856486926385,1,"","","","","","","",""
"dolichol-linked oligosaccharide biosynthetic process (GO:0006488)",NA,9330,22,8,17,0,0,0.0144894149648299,1,"","","","","","","",""
"regulation of cell-cell adhesion (GO:0022407)",NA,9330,22,8,31,0,0,0.0262836007386349,1,"","","","","","","",""
"odontogenesis of dentin-containing tooth (GO:0042475)",NA,9330,22,8,15,0,0,0.0127943688489299,1,"","","","","","","",""
"angiotensin maturation (GO:0002003)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"actin filament network formation (GO:0051639)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240)",NA,9330,22,8,22,0,0,0.0187158935948847,1,"","","","","","","",""
"dorsal/ventral pattern formation (GO:0009953)",NA,9330,22,8,19,0,0,0.0161819139179614,1,"","","","","","","",""
"negative regulation of intracellular estrogen receptor signaling pathway (GO:0033147)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"fatty acid transport (GO:0015908)",NA,9330,22,8,13,0,0,0.0110967722851903,1,"","","","","","","",""
"negative regulation of chemotaxis (GO:0050922)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"establishment of synaptic vesicle localization (GO:0097480)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"diacylglycerol metabolic process (GO:0046339)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"telencephalon cell migration (GO:0022029)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"regulation of insulin receptor signaling pathway (GO:0046626)",NA,9330,22,8,33,0,0,0.0279583612385239,1,"","","","","","","",""
"response to interleukin-4 (GO:0070670)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"regulation of cell cycle checkpoint (GO:1901976)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"cellular response to interleukin-6 (GO:0071354)",NA,9330,22,8,22,0,0,0.0187158935948847,1,"","","","","","","",""
