Gene	RNA	Protein
DGLUCY	5.428999382	21.82507281
EFHD2	6.552507406	21.79562461
PNPO	4.267117435	21.79305932
KPNA3	6.082876475	21.76237339
DPYSL2	2.705888584	21.76111472
ARPC4	6.187535977	21.75753054
DNAJC10	7.161576339	21.75737604
PRKCI	5.781192067	21.72257256
TRMT6	4.287537292	21.72256414
CHCHD3	4.667009694	21.71345402
MTA2	6.465725722	21.70515616
YBX3	7.334058833	21.69786523
HACD3	6.409115224	21.68366463
TXNRD1	7.315269566	21.63319492
GIGYF2	6.422724929	21.63079088
PRPSAP2	3.965943225	21.61354673
SAR1A	6.05014262	21.59487936
TMED7	5.803893705	21.58697786
CCDC151	4.305822301	21.58187263
ODF3B	5.999501671	21.5810774
RPRD1B	5.051504797	21.57664588
G3BP2	7.208448833	21.57550859
IFT81	5.44496144	21.57524063
EDF1	6.98958692	21.48744774
SNRNP70	6.608921834	21.48008507
DSC3	6.778923816	21.46874029
PURA	5.000673126	21.46773491
PABPN1	6.746021679	21.45696456
SMU1	5.42292678	21.45614937
SEC14L2	5.210401568	21.45469923
EIF2S2	5.569123354	21.43212132
HSPBP1	6.048467586	21.42927793
ACTL6A	5.162777602	21.42200422
ERLEC1	5.948411432	21.41592755
RAB3GAP2	5.544662085	21.38363274
ENSA	7.012782235	21.37686813
RDH10	7.562167421	21.3675503
S100A13	5.218967814	21.35700935
NME9	4.070330034	21.3519668
TRIP10	5.972501304	21.32928681
SUMF2	6.266593286	21.30233469
MSI2	6.899630285	21.27766464
CAPN5	5.948276498	21.26543284
SSR4	5.889511585	21.25706324
BAG1	7.169879987	21.24821289
LMAN2	6.497770637	21.24189162
EIF3M	6.389571523	21.22143368
ARL1	6.48580033	21.17881402
CDHR4	5.855004131	21.15788894
CDV3	6.655063192	21.15559642
CLUAP1	5.926172963	21.1503611
FIS1	5.681220694	21.14951354
PRODH	2.565270152	21.14686532
COPS8	4.953619061	21.14282229
TSFM	4.015217248	21.1299741
TIMM9	3.243872083	21.12251319
RPS26	4.682070575	21.12000707
RPL18A	6.159245438	21.10790723
EIF1AX	5.16632532	21.10265337
TPD52L1	5.38060716	21.10029562
TEKT1	6.781641854	21.09878983
KIAA0513	6.257678217	21.06406418
CCDC114	5.975551933	21.0586325
SCPEP1	7.129957629	21.05165097
TTC26	5.521672085	21.03757997
NDUFS6	4.768849059	21.03757167
RPA3	3.736915134	21.03673799
STK24	7.087257934	21.03633575
MGLL	6.221754665	21.03492604
SNAP23	5.440995682	21.03486202
DCDC2B	4.129836805	21.0308755
TM9SF4	6.430342807	21.02481858
HDHD2	4.695365335	21.01679506
NUP50	6.55554235	20.99795309
AK8	4.396323233	20.99534106
PIGS	5.551656212	20.98544571
HDHD3	4.393934482	20.9640196
DNAH11	6.359273	20.95625296
RAB18	6.051472022	20.94743766
CTSZ	6.041985317	20.94626812
MAP2K2	5.69771409	20.94313408
STK38	7.119999975	20.94309205
ADPGK	5.086670453	20.93250101
RAB8A	5.449542152	20.91808008
TXNDC12	5.720639328	20.90926532
RRAD	6.964225033	20.90719085
SPTLC1	6.082818374	20.90146429
CAT	6.205195079	20.89026198
EIF3F	5.81457803	20.88818911
XPO7	6.080031288	20.87798049
SPATS2L	7.227998447	20.87595725
SRSF4	6.068456523	20.86886634
ATP6V1F	5.733786497	20.86719506
NT5C	3.829989486	20.8645613
COX17	3.826721954	20.8507491
DYDC2	5.203928409	20.84312098
VAMP8	7.142520867	20.83630271
DYNLL2	6.40358337	20.8271738
DFFA	5.255753916	20.79672507
NT5C3A	5.050350036	20.79200209
CFAP53	5.899785834	20.78692867
CSTF1	4.548123188	20.7717421
PPP1R12A	5.634067438	20.76145278
MYO5B	7.310283491	20.75791294
RPS23	7.182760093	20.7454274
TCEA1	4.497067444	20.7262651
NAT1	5.157068586	20.72312049
NDUFA13	6.222865456	20.71970053
TCERG1	5.858971429	20.71082706
CHST9	7.457743474	20.70292038
DNAI2	5.489686405	20.70144715
MYO18A	6.134455087	20.69981388
HPRT1	3.01608445	20.68425547
GFM2	6.309360533	20.68424112
PSIP1	5.258824295	20.668582
PRPF31	5.307898898	20.66036869
UNC45A	5.52478865	20.65092311
GORASP2	6.065186231	20.64957809
KPNA6	6.290140919	20.6484962
CERT1	6.174746446	20.62897394
ACOT1	2.895237745	20.62870096
NUP62	5.51785327	20.62223456
UNC93B1	6.367007048	20.61595435
FHAD1	6.298435655	20.59179523
FEN1	3.44342088	20.58696151
COPS5	5.365442637	20.58640822
SHMT1	4.004141621	20.57670085
COX6C	5.915551062	20.56378244
SUPT5H	6.635843383	20.56357576
MDM1	4.844451291	20.56351363
HCFC1	6.251680253	20.54840552
DPCD	5.442414983	20.54383591
SGPL1	6.62740375	20.54208569
BCAP29	5.008067037	20.52833593
ZFR	6.695646453	20.52144769
UBE2K	5.802847395	20.51163537
EPS8	6.097122926	20.50205079
SPEF1	5.057199888	20.49436377
SSRP1	6.806058824	20.49337909
PCYT2	5.575914503	20.48922629
TACC2	7.130021286	20.48796092
IFT20	4.280126994	20.4763846
OXR1	5.877604977	20.46488302
MRPS35	5.25290397	20.45612385
ZC3HAV1	6.331242634	20.45111016
EIF2B3	3.701438079	20.4472405
AKAP9	8.012615495	20.40141034
DNAAF1	7.168592689	20.38934592
GOLGA2	6.386432333	20.3876343
GSDMD	5.212264243	20.36900474
KIF2A	5.680383155	20.36478447
SLFN5	7.550340602	20.36125492
GGA1	5.375491788	20.35342379
CSDE1	8.986605085	20.3508865
ATXN2L	6.312090101	20.34533769
PRPF3	5.011640226	20.34045069
TBL1XR1	6.909762098	20.3395403
USP10	6.015590935	20.33274376
IST1	6.636082774	20.32294575
DRC3	6.350006155	20.30213831
SELENOF	6.420633732	20.29055292
PSMF1	5.940823623	20.27715191
EIF3J	5.330923736	20.27230646
NPTN	6.772007867	20.27106926
PFKM	5.155272542	20.26629592
PDE12	4.500917425	20.26573409
RIC8A	6.072133687	20.26535199
UFM1	6.133758381	20.26512093
NTPCR	4.358139555	20.25861867
ME1	3.882298731	20.25649838
NUP160	5.483963161	20.23038469
PPIG	6.158431736	20.22769152
HMGB2	4.755950126	20.21466261
XRCC1	5.035432934	20.20505138
RPL14	7.559201999	20.18918937
LANCL2	4.369297579	20.18863751
FBP1	3.529972541	20.18442811
SFXN3	5.675498562	20.16510521
TCOF1	4.823107241	20.13578053
MICU1	5.024648547	20.13322456
MOCS3	3.606591229	20.12393914
PTPN23	5.433179109	20.10291809
GALNT7	6.069426651	20.08785314
ALDH1L1	5.211901515	20.06355632
KDM3B	6.929353639	20.03499743
GMPPA	3.808404065	20.02833777
RAB10	7.279214253	20.02731014
TPRKB	3.438017137	20.00354624
RPS24	8.612025506	20.00182884
CLPX	5.26348148	19.95998642
SYMPK	5.792000284	19.95787608
ZW10	4.230157794	19.93679842
PELP1	5.05350791	19.91962025
HMGN1	6.6042136	19.89928821
SNRPD2	5.901730665	19.88337355
STX18	4.99907582	19.87645552
MRPL1	3.647125972	19.85554165
CLUH	6.182709211	19.78615679
SLC39A7	6.457405121	19.78565036
SNRPA	4.330277536	19.78358812
NUDT21	6.167565067	19.7661625
COX5B	6.144297321	19.7534887
C4B	3.057457537	19.74424164
ALDH1A3	7.271132885	19.70752988
RDH14	4.252647147	19.69101458
MAT2A	7.562617425	19.6858495
RPL26	7.947897372	19.62632534
DAZAP1	6.136438306	19.62376951
UBE2V1	6.181448171	19.62228198
RPL35A	7.710551158	19.61673745
CDKN2AIP	4.351135567	19.57724489
BID	5.361127868	19.54078049
HSPG2	7.655944837	19.54075334
LY6D	4.739079715	19.52834905
FKBP1A	6.418214977	19.47382016
VCPIP1	4.882323101	19.45742033
GDA	5.473062739	19.44578252
PDCD5	4.245945755	19.37753081
CCL15	2.106319874	19.36756559
SETD3	5.651192282	19.3352354
RTN3	6.297058971	19.31567782
NUTF2	5.748497221	19.29763946
NDUFA7	4.52410044	19.29721364
UBE2I	5.86540749	19.29346653
CALML3	3.638768778	19.28560774
LAMTOR3	5.131161505	19.28545844
ZC3H11A	7.236838842	19.25636754
OCIAD1	6.423341027	19.25208857
H6PD	6.701596911	19.22151183
C18orf32	5.508133814	19.21331113
EFHC2	5.204032305	19.21262373
NFKB1	6.361048899	19.18303229
RAVER1	5.320925252	19.15131764
SRSF9	6.132333844	19.15034142
DEK	6.150509972	19.14408816
LY75	5.60350232	19.10449988
MCU	5.510084538	19.10084419
CNPY3	4.913610967	19.07021969
ATP5MF	5.868089586	19.06559638
AP2B1	7.323336514	19.05869343
PSMD8	6.529871834	19.04954442
PSMA5	6.190616383	19.03384622
TSGA10	5.670509072	19.02490921
TMED2	7.466026874	19.02240114
GLTP	5.874581965	19.01721808
IFT22	5.985204063	19.00314551
HNRNPLL	4.70045392	18.99240052
RAB21	4.953932958	18.98930277
BCCIP	5.731625919	18.95420667
PLPBP	4.750753872	18.95288767
GNPDA1	4.488194948	18.93697074
WDR61	5.012648983	18.92465503
NIT1	4.40418613	18.89582229
UBXN1	5.880809339	18.89212605
TBCB	5.062045859	18.89061972
RPE	4.769613191	18.88404081
SEH1L	4.31106328	18.83864559
ABLIM1	7.982715057	18.82088706
HMOX2	5.004466243	18.79877063
NME7	5.192926776	18.78937124
NUP155	4.527314122	18.76832299
TRIM16	5.351152704	18.76621005
PALLD	6.599917933	18.75474808
DNAH7	6.446111411	18.74830011
IFT57	7.034954781	18.73519135
NDUFB8	5.62293903	18.72895861
CRKL	5.907200845	18.7197612
FXR1	6.648750633	18.7137404
SRRM1	6.047026695	18.70364124
MRPL37	5.256171806	18.70041668
SON	8.256496525	18.69856396
FARP1	5.794606678	18.69569324
CELSR1	8.268428974	18.69013943
IRF2BP2	6.560787049	18.6726249
WDR92	4.536364319	18.66458127
CLASP1	5.868680223	18.66242647
IFT88	5.215024177	18.65897166
CUL3	6.207795331	18.64774459
MRPS22	4.39026833	18.63268711
SLC44A4	8.271882454	18.61178032
NUDT4	5.596370303	18.59378426
STAT6	7.654084521	18.5936681
PPP1R14B	4.864137444	18.58594845
WDR35	5.398367732	18.57962347
RHOG	3.71726955	18.57182889
ENKUR	6.541214571	18.56522257
MMAB	4.786028138	18.56391534
MACROD1	2.767260748	18.56353068
ADSL	4.735349353	18.55913677
CBX5	6.548218278	18.54592296
PSCA	8.103110192	18.54200014
UBA7	5.6769359	18.51895614
PTGR2	3.993650608	18.50811951
RBX1	4.687511867	18.50415692
HDHD5	3.910880652	18.50196313
PAK1	6.31248543	18.48462512
PURB	5.689217783	18.48145618
PKP2	5.379730712	18.46938933
ANXA8	5.240145727	18.46106851
CFAP58	4.354330928	18.43249758
NCBP1	5.158857565	18.42349635
GGH	4.029690399	18.42099489
GBF1	6.620802095	18.42074277
RHOC	7.082185469	18.41768051
HMGA2	4.009917809	18.40699115
BAD	5.088742699	18.403199
XPNPEP3	4.447593194	18.39154594
NME3	3.660914907	18.38552929
DIS3L2	4.609883224	18.37408063
MFF	4.929574092	18.37093513
ITGAV	7.279808771	18.3655248
LRRC57	4.435034099	18.35956832
DCTPP1	4.178685274	18.33229686
ENDOG	4.158796318	18.30912517
MTREX	6.036745838	18.29174324
PFDN5	7.12233304	18.28315817
MARK2	6.088175187	18.2789966
PHF5A	4.021222152	18.25613895
VWA8	5.391586647	18.2468926
MICOS13	4.123667879	18.23257161
POGLUT3	5.315822314	18.23208138
PEPD	4.470659169	18.22379551
SLC25A12	4.520285607	18.2202863
SPATA33	3.828345591	18.20826427
CRAT	4.707209722	18.20626977
ARHGEF7	5.377993672	18.18184527
SLTM	6.800851264	18.17658617
MRPS31	4.972106175	18.16589163
NAT10	5.108131676	18.15502771
GRSF1	6.037047553	18.15388358
CUL5	5.303800487	18.14463051
PTPRF	8.934448269	18.14443893
POLR2A	7.724048827	18.14173767
STXBP3	5.177760643	18.13246571
SUGP2	6.321819618	18.12236394
RALGAPB	6.401356117	18.09015068
HMGCS1	6.808407224	18.08656789
ATRN	6.409335499	18.07234006
AGFG1	5.786204982	18.0718724
OXSR1	5.228490116	18.06192943
NOL3	3.615999279	18.05709043
RAP1GDS1	4.597768586	18.04976214
SEC24B	5.556720898	18.04561592
KIFBP	4.910731627	18.04438272
HTATSF1	5.853733146	18.02029929
CC2D1A	5.513149771	18.01118725
GTPBP1	5.793861426	18.00862183
BAG5	5.540622814	18.00646943
CCDC22	3.573186224	17.98998019
NUDCD2	4.036803866	17.98547464
NUP98	6.770246395	17.9830232
CCDC173	4.065826859	17.97799176
ATP5MD	5.341662898	17.93555771
NUP107	4.780970155	17.93067971
YAP1	7.115170592	17.91730208
SELENOO	4.247286322	17.89628363
MIA2	6.277828227	17.86210592
PEX19	5.785738739	17.85921738
CUL1	6.061222407	17.81457505
NUP153	6.032842185	17.80217939
PRCC	5.325969021	17.77332502
P4HTM	5.843887322	17.76796112
NBAS	5.916671752	17.76276641
CPSF3	5.022893073	17.73305037
UAP1	6.263529264	17.72900125
LSM7	4.098979743	17.69012992
BUD31	5.816137142	17.66748048
RAE1	4.453100251	17.62742498
RNF7	5.575286985	17.55091658
CPSF1	5.965556596	17.54339788
DHX29	5.372184975	17.51946534
STEAP4	6.179389399	17.46209612
MSH2	4.678231635	17.44092756
HSPB11	5.009179321	17.41404881
CYB5B	5.550728048	17.38293635
PCNP	5.758068399	17.36974195
DPP9	5.021780186	17.36774424
NDUFAB1	5.126317599	17.36584022
HSPA2	4.039432929	17.36324815
PRDX4	4.367422542	17.35721906
GOT1	4.87673511	17.34952076
GPRC5A	6.928410997	17.33492166
SLC25A4	5.02009117	17.23774188
PACRG	4.474351813	17.22357268
MBP	6.148809549	17.19945165
NDUFB6	3.975443078	17.18838839
GMFB	4.806409661	17.16016164
SLIRP	4.199954109	17.14380732
CTBP1	6.52052774	17.10750832
SRSF11	7.183927918	17.10109862
HMGN3	6.84962246	17.07472197
FBXW9	4.957788779	17.06179669
NIF3L1	4.400846115	17.06169336
IVD	5.152047405	17.05338913
UQCR10	5.804926264	17.04572776
CAPN13	7.675890322	17.01143259
NDUFB5	5.894985577	17.01000489
WDR77	5.000400727	17.00197163
SCAMP1	5.545770376	16.97641843
CAP2	4.061305169	16.97185133
RSPH14	3.240008504	16.93787858
DNALI1	6.982257683	16.90974975
DCPS	3.982149526	16.90102144
PRRC1	6.00775013	16.88263525
WDR33	5.942256925	16.88155594
ARMT1	4.58445778	16.87344987
PDCD10	5.026532961	16.87319283
ARF4	6.948010219	16.86457109
AASDHPPT	5.017878327	16.84588607
UROD	4.919178443	16.81537506
GTF3C3	5.352963598	16.80428493
GYG1	4.287401377	16.79301427
SLC1A5	6.959686465	16.76297939
CZIB	4.029906921	16.76143534
ENOSF1	5.502475907	16.76108476
RABL2B	5.421236651	16.74267678
IFT46	5.394131181	16.71929234
CDHR3	8.030173395	16.70629802
CASP1	4.696808666	16.69707181
RPS6KA3	6.027284154	16.69693906
RAB35	5.282568528	16.69095935
MOB1A	6.803281844	16.68665644
PGM2L1	5.614872198	16.6818517
DSG3	6.481842355	16.68015429
CRYL1	4.107451541	16.663392
MVD	4.668989059	16.65620317
SAR1B	5.456937809	16.64641649
TMEM165	6.455142687	16.64229967
LRRC23	6.736777077	16.63960349
STK39	5.654661892	16.62914055
CFAP20	5.480814709	16.62084385
HM13	6.126089345	16.60882003
SCRN2	4.062217578	16.60040897
TOM1L2	6.007364435	16.59629257
STRBP	6.438135929	16.59435751
IK	7.353086016	16.58932333
GFM1	5.139512907	16.53978671
UBXN10	6.750925575	16.53925215
SMARCA2	6.898986292	16.53596765
STX12	5.518383908	16.53002275
TP53I11	6.062083469	16.52964663
LIMS1	5.481288167	16.52892052
PPT1	5.554820904	16.52325901
PBLD	3.045191566	16.52262425
CYP2S1	6.094199541	16.51414418
SARS2	3.937094202	16.49882541
VBP1	4.460067547	16.48935423
BCKDHB	3.829994952	16.48574763
SULT2B1	3.621840806	16.48147464
ARFGEF1	6.910444151	16.47914105
SNX1	6.531340731	16.4676964
UMPS	4.811210533	16.45284141
STT3A	6.642519807	16.4348922
CTNNBL1	4.754948294	16.42645765
UBXN4	7.352362434	16.40896134
UBXN6	6.208604603	16.4067559
RAP1A	5.148071581	16.4012486
RUFY1	5.420470134	16.39845222
SKIV2L	5.232023716	16.39638952
GCDH	3.400861827	16.37811834
CIAPIN1	4.157046643	16.37243096
TMED1	4.068970394	16.36462795
CCDC40	6.043443369	16.36407009
PTCD3	5.726966902	16.36206323
MYCBP2	6.818318866	16.35931789
MRPL4	4.827656994	16.34393334
CIAO1	5.880649922	16.33571132
EIF2AK2	6.84742219	16.33370352
CPSF7	5.860928315	16.32993935
DNAL1	5.863364791	16.32781277
FNTA	5.471245829	16.30675802
YTHDF3	6.179020508	16.28941243
DPP7	5.269843433	16.27434356
RAB3GAP1	6.298803884	16.27255374
REXO2	5.461605136	16.26856998
MT1X	3.611341934	16.26712204
FDFT1	7.398289739	16.25955338
PDS5B	4.985832347	16.2563765
FAM166B	5.511171672	16.25053974
DNAAF3	5.685050036	16.24917661
POLR2I	4.552886857	16.24714291
YTHDF2	5.884779598	16.23983362
EMC1	5.194783246	16.23651264
ARL6	4.277847744	16.21959435
CSTF3	4.900029214	16.21536178
TUBG1	5.056214059	16.21398623
TTC37	6.369805767	16.21053651
ECE1	7.774417245	16.18293282
TMED5	5.743908388	16.18222163
RRAS	4.093610416	16.17295148
CHCHD6	3.313874866	16.16891916
ATAD1	5.62378605	16.1584626
PCCB	4.744634986	16.14114292
SRP54	5.881141077	16.13921111
SGTA	5.287611792	16.1369162
NAA15	5.556447833	16.1353685
RPL23	8.075404017	16.10829284
COPS7A	5.494653491	16.10115227
TNFAIP8	5.253580604	16.09898202
NUP37	3.896350118	16.09847681
HSD17B11	4.411166275	16.09636181
CSNK1A1	8.009165349	16.09125406
PRPF4B	6.608554363	16.08496611
PMM2	4.651288524	16.06080694
PPP2R5E	5.267897603	16.0523727
SMARCE1	6.321367711	16.04975177
CHL1	6.763101765	16.03989204
STRN4	6.214155803	16.0174121
PLRG1	5.809263983	15.99230985
NFKB2	5.154568085	15.9921914
ACSF3	4.041189381	15.97622902
DRG2	4.414126579	15.97375464
UNC119B	6.528322789	15.96701993
MRPL53	3.977279879	15.96442767
SHTN1	4.875610453	15.95687608
SCLY	3.039788911	15.93335287
CSK	5.351551329	15.93169966
CROT	5.690019671	15.92757199
GIT1	5.569330769	15.92510702
GSDMB	4.347815055	15.90349705
BZW2	5.384168928	15.90090386
CCDC181	4.085493461	15.89602013
CNOT1	8.079795223	15.89289736
CFAP36	5.857349177	15.8816432
OSGEP	3.790136218	15.874364
ADAM9	7.848708583	15.86891124
MECP2	5.732996672	15.85216071
EPS15	5.484551876	15.82731881
HBS1L	5.312390333	15.78917546
SUMO2	5.811007336	15.78272808
RPL32	7.933582765	15.70998688
VPS37C	4.794509768	15.66705876
CETN3	4.233724796	15.60726715
OSBPL8	5.745030492	15.59810952
VIM	5.386262151	15.59781595
P4HA1	5.1702218	15.59311129
SLMAP	6.468274352	15.58789402
GSTZ1	3.61217784	15.56006615
VANGL1	5.867844667	15.5476332
RFC3	2.402713187	15.41712142
RPS27	6.541458283	15.39388127
B9D1	5.20711714	15.36946139
USP4	5.888722301	15.33493124
ARHGAP27	5.4863993	15.27559013
ATP6V1G1	6.862211468	15.24084712
UFC1	7.436408434	15.1977056
DYNLRB2	4.276699482	15.177173
CLTB	6.335530655	15.16458431
NAA40	5.220306716	15.16242063
JPT1	6.073613664	15.16021312
MRPS11	4.142633619	15.14900349
NIPBL	6.849019442	15.14552563
FMO3	4.09348546	15.14356136
RBP1	4.004837982	15.13974998
RSRC2	6.508794531	15.10059261
RPL31	7.85249947	15.0647668
RPL24	7.218896319	15.06105732
PABPC4	6.315571556	15.04033597
NRDC	7.086819341	15.01126188
UPK3BL2	4.08282686	14.93867913
MTX1	3.820291701	14.92305451
CD81	7.441904575	14.89524149
FAM3C	4.81694025	14.83059963
CDKN2A	5.53231074	14.79591408
LAMC1	6.415058797	14.78107157
HYPK	5.152532091	14.70738015
GCC2	6.422458062	14.70214701
AGK	4.206060287	14.67320257
TNPO2	6.003297292	14.67293822
SRPRB	5.195029339	14.67179241
TNRC6B	5.630873404	14.67019756
ERGIC1	6.889404474	14.6614895
FAM3D	6.32120023	14.64793936
DARS2	4.084021201	14.64606829
ZNF207	7.04849157	14.60634431
TRA2B	6.488922219	14.57644962
IFT122	5.562195341	14.56108623
TRIM2	7.361275925	14.55943033
DAP	6.1076909	14.52865595
CBR4	4.645275079	14.52000736
USP39	5.090746421	14.517268
SNRPB2	4.448612788	14.50513327
C11orf54	4.709839389	14.49899926
BRIX1	4.26028391	14.49646657
LEMD2	5.301727561	14.48947683
KDSR	5.179343542	14.46894327
SURF4	6.655208693	14.46199624
NAXD	5.158919068	14.45726339
MRPS36	3.494066043	14.45369102
BPHL	3.931847102	14.4457187
RP1	3.30940351	14.42134073
PPIH	4.053149192	14.39573924
GPC1	6.974453674	14.37949293
ACY1	4.114780238	14.37322994
PTGES2	4.92397096	14.36545217
EXOC7	7.187473636	14.36083731
ABCA13	8.545682191	14.35879954
GLRX5	3.887711797	14.35016988
CYP4B1	8.171114372	14.33310819
TOMM22	5.392655992	14.33084726
TEKT2	5.739808207	14.31752962
INPP1	4.388377685	14.31193186
BCAS2	4.628211917	14.309535
IDI1	5.931662873	14.29011941
SNTN	6.897210303	14.28656766
PIBF1	5.28733846	14.28498373
SYK	5.133998223	14.28021877
GPRC5C	5.723248755	14.27683674
COG7	5.515582802	14.26837265
OPTN	6.901094529	14.25849923
FAHD2A	3.472357353	14.24421319
PFDN6	4.155492141	14.24279256
HMBS	3.528097571	14.23584682
NOP10	5.398552994	14.22899489
ISYNA1	5.77106752	14.22886945
GSS	5.543096874	14.22728246
SLC66A2	5.466085956	14.22406869
SUN1	7.303322647	14.22354044
EPN1	5.91556797	14.21866532
FECH	4.081524921	14.21178199
RTCA	4.603736633	14.20330456
DDX19A	4.729382291	14.1900144
ALG5	4.200377186	14.18507225
GOSR1	5.371798446	14.17373459
ATP6V1C1	5.470295207	14.17080763
SAP18	6.822762388	14.16553661
NRBP1	6.403531186	14.15481639
MRTFB	6.670692547	14.14309035
STMND1	4.269652281	14.14201706
MNS1	5.31743809	14.14191102
SUN2	5.747354957	14.13750166
PTPRK	7.056605994	14.10968664
GATM	3.289099486	14.09894579
ARMC10	4.515111119	14.09401628
ETFDH	4.367860771	14.09242851
UCHL5	4.160540583	14.08835565
EXOC8	4.041285765	14.08823917
MIA3	6.067277659	14.07724389
SH3PXD2B	6.181967449	14.07158468
CUL2	4.967269118	14.06997096
LYRM7	4.186322962	14.05287082
NUMB	6.454054702	14.0481608
KPNA1	6.034024536	14.0390534
POFUT1	5.427681503	14.03362896
MROH1	5.751178815	14.02268318
HDAC2	6.616228979	14.01231195
PAWR	5.568121699	14.01015055
SPAG17	6.723771716	14.00656421
SMPD2	4.719298282	13.99962361
TXN2	5.464583699	13.99240493
TP53RK	4.374348437	13.98970772
PLXNB1	7.990563872	13.97577258
NAA50	6.302211768	13.97565389
MAP7	5.845011185	13.96306672
ARMC1	4.477286828	13.95029862
GAK	6.513772317	13.93664111
SSR1	6.61949422	13.92546793
FIP1L1	5.453764236	13.92167935
PTPRZ1	6.6641709	13.91974171
LRRC45	4.910264162	13.91746655
BCAR1	5.986215639	13.90986409
ASCC3	6.324199364	13.87833417
LSM5	3.864236002	13.8642637
PSMA4	6.503450226	13.85602426
SPAG7	5.465657384	13.84804013
SCAF11	6.9291841	13.84594827
EMC7	4.910421139	13.81378449
C1orf194	5.637439385	13.80371756
PANK4	4.105571779	13.79435403
ATXN2	5.335618492	13.79347748
MRPS27	5.305376203	13.78687839
NUP88	4.954781825	13.77477488
CNKSR1	5.027236821	13.77212638
PCDH1	7.095680445	13.75642717
RING1	4.978128388	13.75187034
KRT19	11.06243057	13.73098542
SNAP29	5.032584962	13.72676005
KCMF1	5.610851305	13.72602154
RABEP2	4.676878824	13.70894191
ZC3H4	5.487657828	13.70069176
GBA	4.657795761	13.69816199
SMAD2	6.143365787	13.69289367
PMVK	4.067833529	13.68570205
GTF3C1	6.914078887	13.68349914
WNK1	7.640727956	13.64746504
UBXN7	5.882786442	13.63913352
GOLPH3	6.388633146	13.63828752
RAB5A	5.802697748	13.60770337
FRMD8	5.345053597	13.5760881
KLK10	6.12098556	13.52295927
PNKP	4.419912408	13.52011189
PREB	4.38447388	13.50733988
MYO5C	6.644517378	13.49895946
PALMD	4.568733608	13.46630677
HMG20A	4.683103071	13.46232094
SLC27A3	3.409418551	13.41683371
GAS8	5.734759175	13.38537825
S100A4	5.654525657	13.36466841
TUBB2A	4.306510604	13.34512672
RPRD1A	5.561718894	13.27487639
ITGA6	6.664751197	13.27423106
HSPA1L	1.923866322	13.19218602
SLURP2	3.263572525	13.18589242
AQP5	6.994156065	13.11314936
NME1	4.762022758	13.08490648
NMNAT1	3.603806828	13.04883446
LSM4	5.433201541	13.03115489
SLITRK6	6.210279746	12.95320018
PPIL3	3.906887717	12.88450421
PRPS1	4.709237158	12.82788705
NDUFA3	4.39012511	12.81052682
SPART	5.967421475	12.73515903
JHY	4.920617709	12.73006211
BCL2L13	6.02368093	12.72242703
TGFBI	6.081257956	12.69507519
RPS9	7.744331167	12.67867488
S100A7	0.817667583	12.663031
ITGB6	6.3057004	12.64920526
ATAD3B	4.12299214	12.6066322
STX4	4.645466802	12.60009284
HINT3	5.128571586	12.59062895
ARFGAP3	5.868043565	12.59057079
TM9SF1	6.368908414	12.58623629
KYAT3	4.493505179	12.54801506
CCN2	6.921198883	12.54432274
EEF1E1	3.618374109	12.5272207
CPPED1	4.245361392	12.5223738
RRAS2	4.659824618	12.52208049
IFIT3	6.643320578	12.50903339
CLCA4	4.848626576	12.48008886
TXNRD2	3.847333079	12.46833675
FSTL1	6.327711368	12.45578159
GPX2	5.439990928	12.43814181
PIN4	3.802151763	12.43718122
FER1L6	6.30710431	12.43055492
PPP1R2	5.485589523	12.42570318
SLC11A2	6.265689128	12.42085173
TTC30A	5.138468168	12.41729027
NDUFS5	5.951691306	12.40762196
SLC9A3R2	5.805374636	12.40047743
AP1M1	4.349398235	12.3838664
ERLIN1	5.864195153	12.37985788
KIAA1522	8.129541816	12.37977905
TACO1	3.460397039	12.36572165
CHMP2A	6.377458087	12.35618269
CCDC39	4.988174837	12.35484011
ODF2	6.198010213	12.35172957
SYNJ2BP	5.801236478	12.34493689
CPOX	4.041457841	12.33938365
CAD	4.903815443	12.33832759
MCAT	4.006952144	12.33605881
NDUFS8	4.832499953	12.3263257
MBNL1	6.242419618	12.30960505
NOL9	3.556017465	12.30483852
SDC1	8.549610622	12.28118741
BRI3BP	4.597661158	12.28092052
UBA5	5.056610599	12.27151476
POLDIP2	5.690976215	12.25782766
TIMM44	4.195270655	12.25519817
TIMM13	4.872409227	12.2356612
CALML5	0.282516488	12.22093865
PTPN1	5.680573295	12.2007437
TEKT4	3.756358318	12.19557312
NUP133	5.326309525	12.19193309
IPO9	5.760552506	12.18609621
STAM	4.630376098	12.18542331
LSM1	4.533529143	12.1850629
CFAP300	5.227056042	12.18452062
LAMA3	7.345019136	12.18000649
PPP2R5D	5.027359266	12.17269525
DUT	4.536791815	12.16983701
RBM10	5.752232811	12.16117193
DIS3	5.794091803	12.16067914
PITHD1	4.593768978	12.15753961
CCDC124	4.523725338	12.15594108
TIGAR	4.050728369	12.12552508
SLC25A10	4.328047181	12.11920179
MAVS	6.898443753	12.1100705
STK33	5.440245958	12.10799045
IFIT1	6.952177358	12.09977547
CHERP	5.381024857	12.09410133
LUC7L3	6.815141686	12.0872944
RAB11FIP1	8.383721692	12.08692069
ZNF326	5.427679501	12.08685383
CUL4A	6.28082844	12.08682429
NBEAL2	6.92891797	12.08680245
RFX3	6.2762907	12.05721867
