Gene	RNA	Protein
DARS1	5.684237901	23.23013935
ODF3B	6.364178	23.21797363
CCDC151	4.696002173	23.20888017
ERICH5	5.531554879	23.2085033
ALDH3A2	7.234896	23.1989928
GNL1	5.531010946	23.17989357
DHX29	5.582841885	23.17668649
DAZAP1	5.853103754	23.1720883
UPK1B	8.514283764	23.13423137
MAT2A	7.644079555	23.13159361
TUBB2A	4.12425	23.10286798
TMC4	6.605578709	23.0702823
LAD1	6.209771783	23.05041722
LY6D	4.73266952	23.04305911
NDUFA7	4.950426136	23.0353103
BOLA2	0.346013245	23.03361526
G3BP2	7.454260096	23.02483809
NDUFB9	5.803982507	23.01870847
OSTF1	5.203852316	23.01775187
SPINT1	7.02218214	23.00165079
SNRNP70	6.421813284	23.00139289
TSTA3	5.564190329	22.99958976
PDCD5	4.367115424	22.96579345
TFAM	5.11270669	22.94615752
PRDX4	4.5286771	22.9209524
SMU1	5.564233182	22.91849155
S100A13	5.586958215	22.90746829
ARL1	6.823950122	22.88738054
LAMTOR3	5.340107988	22.8784278
DNALI1	7.589822126	22.85100377
SEC14L2	5.287010286	22.85027054
LY75	5.882911258	22.84825446
SCPEP1	7.545070479	22.84055229
RPA2	4.879595127	22.83119286
DNAJB13	4.976001848	22.81969675
CRYM	3.914880739	22.79981409
DGLUCY	5.128533499	22.79774355
MPI	3.893933729	22.77716039
EFHC2	6.133416875	22.77437385
LSM4	5.703408458	22.75257738
POF1B	6.176826961	22.7326204
H6PD	6.413409008	22.69898494
SLIRP	4.447238827	22.680142
MAT2B	6.185035508	22.6677167
SLC25A1	4.707154985	22.66655323
SRSF4	5.825736512	22.63403527
DDX46	6.409365126	22.62742426
RBP1	3.770553617	22.62310851
AP2M1	7.668276033	22.62259496
CCDC114	6.48592085	22.6159042
SUCLA2	5.411023131	22.60648249
NDUFA3	4.552506359	22.59962895
SRSF11	6.959091976	22.58760527
SYTL1	6.559154154	22.57552141
RAVER1	5.075311625	22.57003036
IDE	6.016760387	22.56887482
GPRC5A	6.472511615	22.56886158
RDH10	7.222127474	22.56764969
WDR61	5.412616335	22.55291618
KYNU	5.058839973	22.50344606
FBXW9	5.419607622	22.50099822
TSGA10	6.3388382	22.49952676
FHL2	4.551837622	22.49366976
CLUAP1	6.622703428	22.48975517
SEPTIN10	5.634737302	22.48945914
PPP1CA	6.253791118	22.45296441
CRKL	5.667451552	22.44793603
DNAH11	6.923944443	22.43816609
PXN	7.094938699	22.41843042
IFT22	6.634284253	22.4085679
BCL2L13	5.817862337	22.40218956
GK	4.757330337	22.37727965
VPS25	5.963655239	22.37655997
CTBS	4.808295196	22.36986792
TTC26	6.2061223	22.36365999
IFT80	6.669364272	22.35782575
SNRPB2	4.730117487	22.35215651
ACAA2	4.132590987	22.3503458
STARD10	6.06587976	22.34908181
CFAP57	6.239531627	22.3423047
STIM1	5.70995446	22.34029303
QSOX1	6.990139478	22.32941507
MMUT	5.678786867	22.31703443
CAT	6.8599037	22.31066639
STK24	6.88615917	22.30201151
SEH1L	4.440119564	22.30198416
TM9SF4	6.216591231	22.29812888
DNAJC7	6.382534373	22.29700714
NME7	5.82572642	22.29673021
CPD	8.368100718	22.29215054
ENO2	3.942066167	22.28920194
CDK5RAP3	6.235368685	22.25995416
PSIP1	5.507010871	22.24799481
CASK	5.635557747	22.24140501
COX17	4.28987241	22.23199139
AK3	5.716111462	22.23108613
M6PR	6.27712055	22.22600867
TTC30A	5.642556052	22.22160539
SMC1A	6.296003935	22.21732025
SNRNP40	4.662837336	22.21609564
CASP7	6.181586765	22.21304806
IRF2BP2	6.174779597	22.21252324
HMOX2	5.22067706	22.21105812
NCLN	4.881688325	22.19955269
PALLD	6.492760398	22.18401894
CUL3	5.989869582	22.18154465
CNN3	6.657950299	22.18147283
MISP	5.949059099	22.16226149
AKAP9	8.33539992	22.15925799
STX12	5.645276854	22.15760165
NIT1	4.584976513	22.1456548
CDHR4	6.205145779	22.14408631
LRRC23	7.282061331	22.14143499
RHOT2	5.589649446	22.13478137
MRPS22	4.615922706	22.11523109
CSTF1	4.623030439	22.09216769
PTK7	5.914324937	22.09141359
ALAD	5.377305263	22.09050042
CAB39	7.346196473	22.08465653
RANGAP1	6.006015327	22.07686073
ADRM1	6.212325961	22.07505532
MOB1A	6.86782509	22.07210106
HMGA2	3.829311906	22.07057286
SDF4	6.202390812	22.06166194
EHD2	5.297903277	22.06152906
RABGGTA	4.368175517	22.05530286
RPA3	4.268706925	22.04824529
SHMT1	3.9038569	22.04715706
GNA13	5.4880718	22.04375022
C6orf132	6.153248689	22.04234883
NUP205	6.045355992	22.03157641
EGFR	7.155462378	22.01033759
ATP6V1H	4.895108226	22.00113964
FEN1	3.556149075	21.99456199
PRR15	6.223487686	21.9785197
PIP4K2C	5.467614266	21.96882984
CRYL1	4.370686006	21.94388987
PPP1R13L	4.866167361	21.94340534
AIP	3.876697809	21.93910027
CDHR3	8.298342576	21.93714143
COPS5	5.679087661	21.93458562
WDR19	6.998054541	21.92930672
UBE2K	5.692752843	21.92645853
IFT122	5.88567392	21.9257322
ST14	7.812800701	21.92436267
ANKFY1	6.140719331	21.92392039
GLA	4.060511075	21.89606358
GYS1	4.961941846	21.89400846
DCTN4	5.818891059	21.88583915
DLG3	6.487203123	21.88574621
BCAP29	5.10819446	21.88066419
CAD	4.386816192	21.87452227
UNC45A	5.421887369	21.87069772
APPL1	4.882909357	21.86716174
VBP1	4.458396798	21.85472721
CERT1	5.977820566	21.84865084
WDR35	5.926503488	21.84393981
PRPF31	5.333019559	21.81954441
NAT1	5.737365415	21.81718346
EXOC4	6.339087286	21.81453973
NUP160	5.507854915	21.81444596
PCYT2	5.810499643	21.81311593
DFFA	5.321164579	21.80796378
PMPCB	5.67026551	21.80770094
ZFR	6.86672034	21.79545566
CHID1	5.153386404	21.79352213
PFDN5	7.607871417	21.78821758
MFF	4.897536586	21.76729936
STAT6	7.546531605	21.7646901
RPE	4.936950132	21.7586363
AGO2	5.445085391	21.75752998
SCRN2	4.275410455	21.75227503
IFT20	4.820231513	21.75139483
B9D2	4.00970503	21.74946945
SUN1	7.460888165	21.74557574
HSD17B11	4.927398196	21.74102382
TMED1	4.291476664	21.73433452
SGTA	5.094156807	21.72597753
PDS5B	5.173370896	21.72470217
CELSR1	8.140167196	21.70651817
GGH	4.250482199	21.70582407
MAP1S	3.57211872	21.70464454
ERLIN1	5.773721864	21.70108897
YTHDF3	6.019216674	21.69752744
ATP6V1F	6.01384113	21.68185382
PTPRF	8.946494987	21.6716658
MECP2	5.525929984	21.64774684
RAB5B	7.315409858	21.64623405
DDX19A	4.661970424	21.64297475
MACF1	7.76828895	21.63660271
ISYNA1	5.647085534	21.63042841
ARMC1	4.614712811	21.62716606
CHERP	5.063450197	21.61636206
PRKCD	6.061446995	21.60427207
BUD31	6.125675621	21.59663003
IDI1	6.045993318	21.58394169
CFAP300	5.964280351	21.58173424
PTGR2	4.352914369	21.56485886
SYK	4.921233664	21.56428706
CTNNBL1	4.94868161	21.56178764
TRMT1L	5.466462357	21.55984634
USP10	6.109223566	21.55651506
POLR2A	7.432842367	21.54554921
LAMC2	8.486879483	21.53790091
HMGB2	5.02795021	21.53017025
MICOS13	4.485745769	21.51635086
FAM107B	6.997348497	21.51634978
GBF1	6.448146323	21.50677835
SELENOF	6.784871201	21.50216885
CUL4A	6.244694386	21.4988108
STAMBP	5.55872327	21.48911722
H2AZ2	5.978698052	21.47130827
SUGP2	6.163926042	21.4705931
CUL5	5.513034797	21.45894254
PTPN11	6.728524428	21.45374863
CXCL1	6.479011702	21.40734475
FLAD1	4.876632182	21.39195279
DIS3	5.85633373	21.38943295
KLC1	5.740662786	21.37700582
NTPCR	4.313643531	21.34810873
SPRR3	4.751625302	21.34404079
GIT1	5.359700273	21.33203465
RIC8A	6.016314722	21.31147868
RPS10	5.657756425	21.29852432
MT2A	4.833456327	21.29466755
DHRS3	6.614147503	21.28116525
NAT10	4.885687893	21.27579971
ZW10	4.339173379	21.26252718
SEC24B	5.645491906	21.24972134
CLPX	5.468282174	21.23450087
RPL32	8.150130598	21.15989975
STAT2	5.818796294	21.13030095
FIP1L1	5.497132741	21.10705748
HSPA2	4.014213942	21.10101095
TNPO3	5.70105641	21.03954442
DHX30	6.122454153	21.0126125
PPP4R1	7.227122223	20.98435935
CC2D1A	5.260037684	20.96682799
SNRPC	5.479847155	20.96398179
LUC7L2	6.178453559	20.90778209
SH2D4A	5.52170009	20.90703956
PRKAG1	5.45497969	20.87501289
BBS1	5.372530661	20.85081991
UAP1	6.514309785	20.82993931
ATP5MD	5.598205283	20.82905962
RALY	6.234978268	20.81826528
RPS24	8.909804087	20.80502804
RAB3GAP2	5.552419359	20.76860288
HMBS	3.655697808	20.7430541
GALM	4.168784698	20.72015889
CLTA	7.052181925	20.71477901
RABEP2	4.633986246	20.67105624
PRCC	5.058481619	20.65102024
TMED2	7.582388259	20.63657959
TNPO2	5.935831889	20.63191652
SNRPA	3.974818285	20.63038209
USP8	6.513343158	20.62488031
CHMP4B	6.914531568	20.62483012
CNKSR1	4.908614499	20.61864445
UQCR10	6.208099526	20.58034115
LIN7C	4.464787603	20.55122324
ATP5F1D	4.367116702	20.44453318
PCNP	5.732261358	20.41726309
SNRPN	5.825912786	20.41330557
PACRG	5.339045181	20.38908262
NDUFC2	5.738430057	20.3845469
NIPBL	6.698370514	20.34897243
ENSA	7.215032082	20.32421966
RALA	5.618833791	20.31110137
ATP6V1G1	7.218594021	20.29596481
FMO3	4.327482048	20.2353973
RPL18A	5.975762871	20.22849344
RPL31	8.231370182	20.19028813
AK8	4.885416266	20.18795718
PABPN1	6.71439578	20.15387902
OCIAD1	6.506050865	20.14795699
TPD52L1	5.541580753	20.13736226
CHST9	7.822582049	20.1279367
NIPSNAP2	6.290599649	20.11971294
UBTF	6.205268373	20.11584506
ATP5MF	6.074252277	20.1095167
TEKT1	7.597060744	20.08156299
RSRC2	6.335413206	20.05999186
PPP1R10	5.963505419	19.99323452
MPDU1	6.041468629	19.983114
NFKB1	5.859185647	19.97497576
SNX5	5.491333376	19.96248058
NUTF2	5.947198628	19.96060233
ALDH5A1	4.575638395	19.93605602
APOO	4.759305467	19.93485194
DPY30	6.062689012	19.93405931
EIF3F	5.597644908	19.93029932
WDR77	4.926132095	19.92839766
DYNLL2	6.133047013	19.92490828
NDUFS6	4.843761923	19.92468433
HSPA6	-0.713253457	19.91924315
LHPP	4.490163712	19.91500784
WASF2	6.840001065	19.89715616
SLC12A2	6.382116175	19.87772843
SLC1A5	6.928137484	19.8745206
CNPY3	4.837776604	19.87178307
UNC93B1	6.296658567	19.85411631
SEC23A	4.764414653	19.85251374
CCDC40	6.502857787	19.84586965
RAB18	6.280223418	19.82321098
RRAD	7.156630318	19.8153875
TIMM9	3.20420785	19.80081219
SPRR2D	2.473764498	19.79215963
SPCS2	5.130099491	19.7904549
SNAP23	5.589740383	19.78595755
CTSZ	6.076881529	19.78543156
PLPBP	4.586375318	19.78233461
PDLIM4	4.857728195	19.77695499
ODF2	6.421430485	19.76893993
RABL2B	5.704293696	19.76849049
CAP2	4.491768257	19.76002852
HM13	5.971837077	19.75725231
PSME3	6.38300769	19.74841279
HYPK	5.345208951	19.74839004
DNAI2	5.975241772	19.74810979
PPP5C	5.584124752	19.73594804
AASDHPPT	5.217100253	19.73341991
TMEM165	6.600993033	19.72876852
TRAF3IP1	6.416191423	19.7171834
SRPRB	5.306148865	19.69545359
TM9SF1	6.630741006	19.69320067
SYPL1	6.968487428	19.68169334
DSG3	6.42127299	19.67424278
TXNDC12	6.093890759	19.66092213
NME3	3.755723051	19.65571192
GORASP2	5.913867039	19.65523667
IFT46	6.050714035	19.63463178
PBLD	3.481604801	19.62730945
UBA7	5.384953748	19.62433622
SAR1B	5.631690527	19.60006646
ABLIM1	8.099968542	19.57833847
GPS1	5.712831168	19.56003325
TEKT2	6.32390388	19.55972202
CRYBG1	6.967942493	19.54267144
PAK1	6.26723	19.54131749
MYO1E	7.023229993	19.53278596
IFT52	5.553497596	19.51669886
CEP41	4.966181099	19.51280865
RPS6KA3	5.987241777	19.49510825
MGMT	4.787596276	19.49148702
DARS2	4.20031983	19.48763345
PGM3	5.313119445	19.48518791
KIF3A	5.969050767	19.48348296
DPP7	5.273857292	19.48277401
SUMO1	5.780969769	19.47661527
WDR92	4.975310233	19.46266863
RBM4	6.501135708	19.45815733
SNX1	6.549962979	19.45465245
SMARCA2	6.876966502	19.44429976
CYP4B1	8.356356011	19.44163956
SUN2	5.638584153	19.43665709
IFT140	6.77070323	19.43595197
MYO18A	5.789984243	19.43528759
STT3A	6.794874359	19.43175675
GFM1	5.309603808	19.41702977
FER1L6	6.172373329	19.41691619
ABAT	5.057178045	19.4130839
YTHDF2	5.791051173	19.40902915
TCERG1	5.639085851	19.40402303
PTRH2	3.744025852	19.35792011
ARMC3	7.260114969	19.34457592
TXLNA	6.26162976	19.32177598
SRR	3.869532922	19.32047738
KYAT3	4.562381673	19.30089045
RUFY1	5.527048927	19.30076922
EPS15L1	4.695477751	19.29394623
PPP3CA	5.209748765	19.29084423
PRPF3	4.754973865	19.27493895
SNTN	7.498711425	19.25107116
XRCC1	5.310723575	19.25049264
LRPAP1	6.122287757	19.25048416
LUC7L3	7.08732113	19.23861939
NUP133	5.625398356	19.22024436
CLIP1	7.339204137	19.20857407
FKBP8	7.071407468	19.2043962
EIF2AK2	5.895714832	19.2034616
GSS	5.580526508	19.20098539
ATXN2L	5.859986372	19.18926535
PTK2	6.900782791	19.18810645
GCDH	3.245997101	19.17861843
DR1	5.318629452	19.17813794
CSNK1A1	7.883426156	19.17057897
NUBP1	4.290302177	19.16510292
MRPL4	4.717812271	19.16507783
GOSR1	5.122353298	19.16008505
ITGAV	7.421964726	19.15263187
SAP18	7.137653224	19.14910698
ZNF638	7.071081674	19.13960172
TOM1L2	5.688148542	19.13930012
PPP6C	5.365585189	19.13349782
TCOF1	4.53740229	19.13249521
ZC3HAV1	5.780859212	19.12379386
CALML5	0.582390598	19.12349219
TBL1XR1	6.84914096	19.11330414
PITPNM1	7.185330166	19.10834272
GMPPA	3.748775673	19.10708761
TOMM22	5.509528187	19.08716111
IST1	6.736303681	19.07517068
PPP6R3	6.773852046	19.07255791
RAP1A	5.221086189	19.07166368
CRAT	4.427847469	19.07143146
AGFG1	5.638300872	19.06439493
ARFIP2	6.372996869	19.05747951
KIF2A	5.844062637	19.05453489
ETFDH	4.547539023	19.05263406
GTPBP1	5.509510296	19.03978963
GSK3B	6.072631338	19.0318006
NUP37	4.293608628	19.02371098
COG7	5.668483109	19.02169099
UBE3A	6.084247187	19.01891222
STX18	5.225839651	19.01857692
PIGK	4.872380898	19.01186184
ASCC3	6.314946735	19.01152317
NUP98	6.542729915	19.00769338
GIGYF2	6.455932929	18.99467746
STRN	5.661384561	18.99305027
ZFPL1	3.859507532	18.95633293
PAWR	5.217173335	18.95371385
CIAO1	5.970573095	18.94067119
PELP1	4.805979315	18.9276592
SPAG7	5.838030996	18.86984547
HTATSF1	5.883235932	18.86899634
ERLEC1	6.056579514	18.82622446
ASL	4.540383889	18.81814792
OGT	7.467057213	18.81431124
NPEPL1	5.096960214	18.81240208
SYMPK	5.648081767	18.79312938
MOCS3	3.663083157	18.78856773
COQ8B	5.508401923	18.78160725
CFAP36	6.469206981	18.76279046
AKAP13	7.108047387	18.75443047
TGOLN2	7.304908346	18.7327648
PAIP1	4.947261403	18.71952616
BZW2	5.479390876	18.6983654
CDKN2AIP	4.437298414	18.69407079
PRKCI	5.76808256	18.69317882
MRPL1	3.792543589	18.69149645
TPRKB	3.58177109	18.68989216
MTA2	6.100932499	18.68275735
NXN	5.474108633	18.67751446
CPSF1	5.761903701	18.64555443
GAK	6.362855942	18.60765509
MX1	5.931272042	18.5994949
ITGA6	6.426626807	18.53025716
SELENOO	4.148316217	18.52809984
RPS25	7.430248613	18.51924681
VPS18	5.014229104	18.49639674
RAB10	7.239662607	18.49504984
MSH2	4.923712923	18.47456039
SETD3	5.925055001	18.33518775
NBAS	6.343920407	18.33403111
AQP5	6.78050121	18.32955545
BPIFA1	6.463410077	18.26129445
RPL35A	8.048437161	18.25701938
ELP1	6.073592253	18.22771603
HMG20A	4.524589479	18.20709413
SLMAP	6.362827651	18.17569314
FKBP1A	6.520416465	18.14359883
THOC2	6.243432963	18.10373206
RPL24	7.522768907	18.05200996
SNX3	6.613595487	18.0327471
STEAP4	6.04255358	18.00173539
NAA40	5.40378462	17.95963752
SLURP2	3.079450014	17.94772382
CTBP1	6.470839397	17.92199914
UBE2V1	6.148415784	17.91985067
MMP10	6.222846187	17.82847367
GCHFR	4.661503424	17.79952055
C4B	2.573210802	17.77071866
TOP1	6.346333782	17.72586716
S100A7	1.362997132	17.72417475
RTN3	6.387132297	17.6743288
SRSF6	7.195546716	17.66102066
DNAH7	7.177874781	17.66001136
CLCA4	4.726918516	17.64600959
SRSF9	6.136131172	17.62791884
EDF1	7.219683431	17.59030365
DYNLRB2	5.19452006	17.57788907
DNAJC5	6.97955177	17.57524606
UFC1	8.127327219	17.57389298
CALML3	3.273711616	17.56245799
MSI2	7.127721373	17.56206152
NDUFB6	4.361936741	17.53465065
EFEMP1	6.667503193	17.52011649
PPIL3	4.13808867	17.49616209
DCDC2B	4.91032058	17.47924827
PSMA5	6.652191482	17.46564544
KLC4	5.196860791	17.45333567
TNRC6B	5.536487264	17.45091117
ERGIC1	6.836741836	17.44470524
GNPDA1	4.272615797	17.43615626
PRKAB2	4.469012217	17.43032226
GAR1	3.584988779	17.42727139
PPIL1	5.015545399	17.4103699
OCIAD2	5.533596496	17.3973022
ELMOD2	5.539122831	17.37668792
BAX	4.899917156	17.35716014
MDM1	5.504472992	17.34621286
RAB35	5.198093737	17.32809285
CDS1	7.646709136	17.32714282
TSNAX	4.95628276	17.30746594
ANXA8	5.230575194	17.26454573
DAP	6.008100249	17.2566225
IK	8.023332853	17.24914584
FIS1	6.113532407	17.21775908
TXNRD2	3.927773114	17.21510562
ACY1	3.852121006	17.203928
RAB21	4.461357439	17.19222137
BCKDHB	3.810453809	17.18882094
GRPEL1	4.750772743	17.17129053
UBXN10	7.540480628	17.16681706
CISD2	4.303934216	17.16304982
PPP1R2	5.782440439	17.15297564
CYP2S1	5.857974803	17.14966408
GUK1	6.521131439	17.14451961
SARS2	3.793306811	17.13810342
CBX5	6.65522603	17.13257735
TEKT4	4.055470831	17.12062644
CFAP58	5.168951881	17.1169148
DERA	4.802293802	17.11298081
MAL2	7.699076754	17.08743722
DNAAF3	6.195383131	17.08206181
BPHL	4.18040397	17.07225631
LRRC57	4.632091276	17.07117518
LSM5	4.156098487	17.0658019
BCAT2	3.789647907	17.06311633
SQSTM1	8.107996798	17.06291853
MNS1	6.145916594	17.05748155
IFT88	5.927228129	17.05216423
PGRMC1	6.356665629	17.04972093
CAMSAP1	6.531414606	17.03671442
GIPC1	7.334371798	17.03315792
ANKRD35	5.659439454	17.03236897
SERPINB10	2.352266461	17.02639058
CAVIN1	5.641413545	16.99952895
UBXN6	6.26621295	16.99842801
HNMT	3.458657454	16.99741219
CHCHD6	3.749415803	16.98865816
TIGAR	4.050536226	16.98023091
SMARCA5	6.917389963	16.96119669
TCIRG1	5.608191026	16.95987043
GSDMD	5.342503765	16.95607045
MACROD1	3.265453019	16.94758427
EPS8	6.134432471	16.94183361
FBXO2	4.182884588	16.9197598
AP1M1	4.156418166	16.91776934
CSDE1	9.261781565	16.91171904
DNAAF1	7.443329326	16.90790575
KIAA1522	8.000867351	16.90186496
FAM3D	6.453148368	16.89708816
DDX23	6.449153931	16.88919765
ATP6V1D	6.797484674	16.88900829
H2AC6	4.640427083	16.86924423
RETSAT	5.688089887	16.85412548
PEA15	6.107017507	16.8484592
RANBP3	5.037106209	16.83516451
STK33	5.970865623	16.83325574
CIAPIN1	4.139352181	16.83112858
BCAS2	4.826232623	16.83051046
STK39	5.676191982	16.82922883
TOLLIP	5.522113026	16.82013894
PPP2R5D	4.895497174	16.81826603
EIF2B1	4.674858646	16.81274456
UBA5	5.154944572	16.81121701
EML3	4.920843281	16.79763675
CFAP45	7.261011704	16.78744485
TMED5	5.806312622	16.78376644
ATAD1	5.856627715	16.78266202
IPO9	5.764744684	16.7781224
CDH3	7.041612085	16.77803145
CUL2	5.041511155	16.76601436
CHL1	6.823164832	16.75587411
CLIC3	2.336992485	16.75364062
XPNPEP3	4.739239687	16.75019202
SFXN3	5.987002297	16.74229079
PPP1CC	6.563773884	16.73096718
NRBP1	6.563951923	16.71268704
EXOC8	3.882253203	16.7124551
RER1	6.511311184	16.70920711
POGLUT3	5.300993103	16.69244525
C1orf194	6.327304747	16.69067506
KIF3B	7.092476086	16.68032776
NDUFB3	5.336461369	16.66143457
LSM1	4.90223399	16.65783664
RAP1GDS1	4.477080368	16.64831148
ADNP	6.5974548	16.61615802
OXSR1	4.942939411	16.60994369
SLC26A2	7.192196326	16.60788058
PTPN23	5.051446544	16.59876274
SPAG17	7.317469376	16.59692895
DCUN1D1	5.188859542	16.59484163
NUDCD2	4.200848189	16.59475709
DDX21	6.487454811	16.59364699
DYNC2LI1	6.032022297	16.57247504
DBN1	5.128087054	16.56793346
SART1	5.205425899	16.51968142
MRPL53	4.215728184	16.51930174
DRC1	7.212325161	16.51790664
CCDC173	4.757407191	16.51742356
CNOT1	8.07100363	16.51630743
STRN3	4.785601268	16.51576007
ESRP2	6.192631768	16.51522971
ADAM9	8.185330584	16.51486222
CROT	5.751162391	16.50460372
YAP1	6.95173315	16.50188103
SF3B4	5.471268509	16.49555249
GALNT7	5.913328291	16.49353044
CSK	4.872202637	16.4923871
MRPS27	5.32647563	16.482161
RBM22	4.888841195	16.45910642
TRIP12	8.032497757	16.44877845
RAP2B	4.628626319	16.4249369
STRN4	6.092007523	16.42157571
DTX3L	5.301589629	16.41944385
LYPD3	4.387333548	16.41192119
DIP2B	5.847540817	16.38711833
ASPSCR1	3.66578024	16.38694978
PRKAR1A	8.89604025	16.36750548
SCLY	3.052704092	16.36087799
MTOR	6.319097888	16.34008975
PAPOLA	7.561850107	16.33886865
CPSF3	5.20419627	16.33146319
GAS8	6.099408089	16.33039311
RSPH3	6.353998973	16.32506998
PPIG	6.402172304	16.3196213
CTPS2	4.555450923	16.31378093
NFKB2	4.018389774	16.29508371
PPIL6	6.659803446	16.28925764
RDH14	4.551593905	16.27025374
VPS37C	4.73550428	16.27020744
YARS2	4.313460548	16.23691394
CIAO2B	4.704138395	16.23541964
SMAD2	6.291635676	16.22368613
NUDT12	5.026109123	16.19279801
PIGO	5.160726393	16.18708629
USP19	5.878125642	16.17884498
XPOT	6.431955606	16.16685322
HBS1L	5.664817365	16.16600159
ISOC1	3.520985689	16.15086018
FARS2	4.303933182	16.13842195
PNKP	4.473263167	16.13673421
ZC3H4	4.803245169	16.12740605
MRPL28	5.172011766	16.11659321
ABR	6.552108174	16.11508585
MBP	6.221526399	16.09634034
CWC15	5.313545395	16.0923121
EPS15	5.626384788	16.05159658
B9D1	5.806411728	16.04949126
FMR1	4.896192905	16.04658314
LAGE3	2.362155215	15.99150436
CDC42EP4	6.12091104	15.95356806
USP4	5.973850191	15.94518603
HTT	6.215100746	15.93183727
NUB1	5.878861155	15.70809067
PREB	4.265139211	15.70741259
RPS27	6.859533973	15.66087626
GLTP	5.574969743	15.62828519
CYB5B	5.691282235	15.53907703
RBBP6	5.815117929	15.50213386
TPM1	5.964798294	15.48466543
CFAP73	6.324977799	15.28261832
VAT1	5.805007947	15.27616271
JPT1	5.629649106	15.23735471
RPL26	8.258655984	15.20712578
AGK	4.516766049	15.15812459
RPS26	4.777384661	15.13195709
MYDGF	4.354167887	15.1049519
DEK	6.297935343	15.05894162
PFDN2	4.659384462	15.04930172
PGM2L1	5.76423339	15.00793579
PCCA	4.506116826	14.98017292
MGLL	6.220017701	14.93880829
PDCD10	5.346559767	14.91502383
TRA2B	6.181845907	14.90252632
SPART	6.148656828	14.89151726
CEP170	4.767723924	14.88148712
CUTA	5.491661369	14.86900992
CCL15	3.038497658	14.86083783
RAB8A	5.242415181	14.8501212
RHOG	3.351733427	14.8334509
CFAP53	6.665121537	14.81752566
BDH1	5.519991937	14.81537549
HINT3	5.171838159	14.78078816
CEP135	3.535263619	14.77290865
ENKUR	7.315163356	14.74924094
MLEC	6.917084755	14.74753301
ARFGAP3	6.150296895	14.74605145
MVD	4.406707424	14.74331189
FHAD1	6.825346752	14.74199734
ADPGK	5.141923861	14.74174263
RRAS2	4.657049629	14.73312439
GPX2	5.163551462	14.72962666
PTGES2	4.765526856	14.70549997
NAXD	5.232959952	14.70178502
MRPL37	5.370124753	14.69440825
LEMD2	5.188221694	14.6883676
CPPED1	4.302045331	14.68780803
TRIM2	7.65136695	14.67946047
SULT2B1	3.658516355	14.6462959
NDUFA13	6.58822882	14.63878095
NPTN	6.881875257	14.62920333
WDR5	4.569108081	14.6281511
C11orf54	5.086392543	14.60928129
CRK	5.932436066	14.60883522
CTSS	7.151480079	14.60097647
NDUFS8	4.692503744	14.58992748
MRPS36	3.809630169	14.58209613
COQ7	4.768197968	14.58073992
TRIM16	5.190715523	14.57548249
FAHD2A	3.517686933	14.56929042
GPC1	6.544943214	14.56082649
TIMM44	4.015671198	14.54623974
NECAP2	5.898360198	14.54551612
KDSR	4.805651811	14.54211738
RBX1	5.048158592	14.53051945
NOS2	2.850134731	14.52631592
LAMB3	7.338477334	14.52593166
UMPS	4.972780295	14.52003942
MRPL50	4.973431139	14.50422915
NPHP4	4.358207004	14.48753933
DIS3L2	4.546051769	14.48027671
MCM4	5.603468005	14.46759815
PLCD1	4.090180765	14.45950527
MCAT	4.362588971	14.45511244
BRI3BP	4.533399873	14.45475974
EXOC2	4.963677538	14.4456576
ENDOG	4.719730437	14.43936999
SLTM	6.826409513	14.4331746
SRPRA	5.964342984	14.42942065
WBP11	5.784008456	14.41272005
HPRT1	2.946680888	14.41057298
GOLGA2	6.338093348	14.40562922
NDUFA11	5.597212932	14.40402753
SMPD2	5.167876094	14.40162998
BRCC3	5.169825539	14.39274775
GATM	3.298003318	14.36974927
FAM166B	6.385774703	14.36768519
RELA	5.387067563	14.36732115
NEK9	5.965406624	14.36442502
PEPD	4.508848817	14.35896846
ATP6V1C1	5.685162104	14.3578026
SIAE	4.983321678	14.3575838
NOP10	5.798866666	14.35717061
RNMT	5.361222368	14.35660709
SNRPE	3.843524999	14.34240989
MRPS35	5.571738899	14.34192028
HGS	6.128169181	14.34182672
EPN1	5.672195171	14.33461943
GRSF1	6.078418498	14.33145486
TNFAIP8	5.547530216	14.33052498
NBEAL2	6.69811673	14.33008288
UCHL5	4.21611532	14.28062195
MYBBP1A	4.846829509	14.27455751
EIF3J	5.146533608	14.26266182
NDUFB7	5.744587485	14.248661
COMMD3	5.300521969	14.24737088
ALG5	4.34810314	14.24586118
SH3PXD2B	5.816583535	14.24152472
LRRC45	5.202976405	14.23750276
NAA15	5.578347045	14.23486069
PKN2	6.108222008	14.22821967
RTCA	4.66099974	14.22682592
MAP7	5.817933187	14.2258125
ACSF3	3.843879781	14.21214227
MIA2	6.429082831	14.19854764
UBXN11	6.66518449	14.19626219
CEP131	4.021316084	14.18546818
MUC19	-0.626906446	14.1826021
CFAP70	6.73480022	14.17616079
GSTM2	3.765837447	14.1754321
DRG2	4.318856285	14.17091977
KIFBP	4.944233885	14.16959009
PPP1R8	5.314977493	14.16344737
KDM1A	6.394935703	14.15587026
SNX18	5.014895851	14.15159097
DHCR24	9.175550625	14.12599241
PDHX	4.560954208	14.09380318
TTC38	3.988788851	14.08760001
RALGAPB	6.340647827	14.04693292
CCDC22	3.551279	14.0416923
BCAR1	5.55412973	14.02852916
SLC34A2	5.443224703	14.02305949
SRC	5.363291403	14.02125624
